Hora,C1,C2,C3,Proceso(chrome)\Operaciones de ES de datos/s,Proceso(chrome)\Bytes de datos ES/s,Proceso(chrome) subprocesos,Proceso(chrome)\% de tiempo de procesador,Escrituras en disco/s,Lecturas de disco/s,Bytes enviados/s,Bytes recibidos/s,Paquetes enviados/s,Paquetes recibidos/s,Lecturas de paginas/s,Escrituras de paginas/s,Errores de pagina/s,bytes confirmados en uso,utilidad del procesador,Label
05/21/2019 17:20:22.015,92.15392809074805,0.0,0.0,32.70942979798638,121124.1414448963,40.0,0.4967187334717646,6.0881727198996884,1.325546972059133,549.2507109820549,13018.94998121893,4.197994307082857,10.542667369131669,1.024379947123038,0.006445793683701348,3111.0050988142298,21.37544297645228,7.84927155446675,0
05/21/2019 17:21:07.011,93.33604156894228,0.0,0.0,15.070698949387124,3100975.445654738,32.0,8.299423938248458,19.871983570430807,0.15559718679308238,34.498119128980555,32.58649654837983,0.4890197299211161,0.4445633908373782,0.28896620404429585,0.0,6081.471589468541,21.131620700734576,6.652354769084987,0
05/21/2019 17:21:52.002,98.69549358037912,0.0,0.0,0.8668268870959136,853.957841772105,29.0,0.0,4.378587096356281,0.0,20.55935565548,26.09371193463083,0.3333949565753513,0.3556212870137081,0.02222633043835676,0.0,262.27069917260974,21.060478389510067,1.3044759239600647,0
05/21/2019 17:22:37.002,97.72344369232206,0.0,0.0,0.04444424859345565,16.5332604767655,27.0,0.0,1.0888840905396633,0.0,40.71093171160537,24.66655796936788,0.4444424859345564,0.3333318644509173,0.022222124296727826,0.0,725.9968007740979,20.978489429917765,2.2766077699719047,0
05/21/2019 17:23:22.021,98.71009359049656,0.0,0.0,0.0,0.0,27.0,0.0,2.243505826419061,0.0,50.46777462994165,24.656351161635232,0.5108973664122615,0.3331939346166923,0.0,0.0,260.42437929640664,20.942650204743877,1.2904580537243708,0
05/21/2019 17:24:07.002,98.77558788205864,0.0,0.0,0.0,0.0,26.0,0.0,0.733654387014463,0.0,14.072825060004703,7.781182892577639,0.1556236578515528,0.111159755608252,0.0,0.0,236.99259895679324,20.861073681353844,1.2238872705809762,0
05/21/2019 17:24:52.006,83.59129567628791,0.0,0.0,190.87183724726847,73585.62618720367,48.0,1.2498916566136675,18.62055874426205,2.266464190829032,2285.8624578740687,26845.423971357617,14.398713682913852,27.77529645623814,1.1554523325795067,0.0,16051.232720874197,21.879460551282268,16.408963277612184,0
05/21/2019 17:25:36.996,96.76807369563856,0.0,0.0,51.05552564918807,56727.49003827679,29.0,0.0,4.8454961216904655,0.022227046429772777,40.964446570071225,55.34534561013422,0.7112654857527289,0.7557195786122743,0.0889081857190911,0.0,1534.3774691400745,21.895462419347712,3.231559969671623,0
05/21/2019 17:26:22.003,97.12971915619701,0.0,0.0,47.54790446375527,52082.99692913192,28.0,0.0,1.244244228958082,0.0,39.74915938582159,42.70423942959703,0.622122114479041,0.5776848205876809,0.0,0.0,706.975127164593,21.890472160161124,2.870324677028296,0
05/21/2019 17:27:07.004,96.84028562320896,0.0,0.0,47.62118905406948,52232.11123977325,28.0,0.0,0.5777652428398538,0.0,43.443501913535144,37.19919294284289,0.5999869829490788,0.5333217626214034,0.022221740109225143,0.0,775.9387211339235,21.860654238113355,3.159696144513432,0
05/21/2019 17:27:52.018,97.2804290533297,0.0,0.0,47.096776631516036,51946.32283507899,27.0,0.0,0.5776019775563288,0.0,36.100123597270546,46.85240656408836,0.6220328989068156,0.6220328989068156,0.0,0.0,698.3874372476273,21.83467182839165,2.719549606434003,0
05/21/2019 17:28:37.002,81.3193788979537,0.0,0.0,32.70942979798638,121124.1414448963,48.0,0.4967187334717646,21.896500793789283,4.5793697091579615,3461.714510772841,58001.89659709394,26.76485985352517,45.79369709157961,1.5116366030230164,0.0,14006.691383911,22.085010312051743,18.680673691923147,0
05/21/2019 17:29:22.011,86.27565050114363,0.0,0.0,22.639691870016666,33820.61141320634,32.0,0.0347149305439222,10.242294359251897,0.06665267478905788,232.15126629028862,475.9445331103992,0.9997901218358684,1.2441832627290803,0.24439314089321226,0.0,5818.000894545549,22.03391157603681,13.724649992118998,0
05/21/2019 17:30:07.002,78.76402110292443,0.0,0.0,14.09186455832428,3722.363800389788,30.0,0.17364709734968342,25.91658371452068,98.04292518417728,57.67884626001815,53.30014386571235,0.755715134042627,0.755715134042627,97.70952144857023,0.0,12020.293787503491,22.27662031591791,21.235703948546213,0
05/21/2019 17:30:52.010,92.80643956873972,0.0,0.0,14.175159373838596,3041.571501004716,27.0,0.20829500196131684,1.9329762782507176,0.0,120.26667349621994,146.41739854795662,1.0886877888998294,0.8220703712100754,0.0,0.0,558.1191276972186,21.88923489812045,7.193697235301782,0
05/21/2019 17:31:36.995,90.89606617139714,0.0,0.0,14.160408107140858,3005.474373760509,27.0,0.24313871656093505,4.534887368691892,0.0,475.11837123064606,1331.8564064727318,1.2448710423860094,1.8450767235364067,0.04445968008521463,0.0,1148.149008360625,22.122458001161565,9.103754136395406,0
05/21/2019 17:32:22.002,92.7347939114687,0.0,0.0,13.619996987114467,2906.3696017789057,27.0,0.10414966296124792,2.955072755768718,0.06665577644591092,33.372325407252745,141.443557618223,0.4665904351213766,0.5110276194186505,0.13331155289182187,0.0,627.4308236853597,21.903834543634165,7.2652499712580285,0
05/21/2019 17:33:07.006,86.63601534082464,0.0,0.0,32.70942979798638,121124.1414448963,41.0,0.4967187334717646,14.821003639303,0.5332894862717721,794.0902654539298,3150.2076565931416,3.488602056027842,4.044111937560937,0.8443750199303058,0.0,12277.035026624555,21.935714553560995,13.36393262691684,0
